id,name,host_id,host_name,neighbourhood_cleansed,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,availability_365,city
2384,Hyde Park - Walk to University of Chicago,2613,Rebecca,Hyde Park,41.7879,-87.5878,Private room,113.0,3,253,2025-06-08,1.99,341,Chicago
7126,Tiny Studio Apartment 94 Walk Score,17928,Sarah,West Town,41.90166,-87.68021,Entire home/apt,100.0,2,580,2025-06-01,2.98,60,Chicago
10945,The Biddle House (#1),33004,At Home Inn,Lincoln Park,41.91196,-87.63981,Entire home/apt,203.0,4,121,2025-06-11,0.89,284,Chicago
12140,Lincoln Park Guest House,46734,Shay And Robert,Lincoln Park,41.92357,-87.64947,Private room,288.0,2,18,2024-10-27,0.15,147,Chicago
28749,Quirky Bucktown Loft w/ Parking No Parties,27506,Lauri,Logan Square,41.91955,-87.70069,Entire home/apt,250.0,2,253,2025-06-05,1.43,80,Chicago
71930,"Rest, Relax and Explore",334241,Michael And Veronica,West Town,41.89615,-87.67934,Private room,82.0,3,134,2025-06-01,0.78,309,Chicago
94450,Comfy Garden Suite in Andersonville,504470,Mark,Edgewater,41.9796,-87.66512,Entire home/apt,109.0,3,35,2025-06-13,0.99,175,Chicago
145659,Trendy Roscoe Village 3BR/2BR walk to shops,683529,Joe,North Center,41.94342,-87.68121,Entire home/apt,268.0,32,77,2024-05-05,0.65,339,Chicago
145690,4BR/2BR Walk to North Ave Beach & Zoo~Close to El,683529,Joe,Lincoln Park,41.91289,-87.63864,Entire home/apt,349.0,32,87,2024-12-02,0.71,356,Chicago
189821,"Best in Chicago, private, amazing garden space",899757,Meighan,Logan Square,41.92918,-87.70219,Entire home/apt,238.0,3,699,2025-06-09,4.17,203,Chicago
207218,Historic Pullman Artist Flat - Monthly Rental,1019125,Jb,Pullman,41.68843,-87.60712,Entire home/apt,125.0,32,320,2025-02-01,1.91,319,Chicago
207351,Pullman Art Studio - One Person - Monthly Rental,1019125,Jb,Pullman,41.68954,-87.60786,Entire home/apt,50.0,32,48,2024-08-25,0.29,135,Chicago
220333,Pullman School House Apartment - monthly rental,1019125,Jb,Pullman,41.68912,-87.60725,Entire home/apt,125.0,32,6,2024-07-03,0.04,320,Chicago
225314,Cozy & comfy with AC close to California Blue Line,1173654,Jillian,Logan Square,41.92589,-87.69737,Private room,86.0,2,31,2025-06-01,0.2,53,Chicago
233933,Lovely Bedroom 3 in a New Renovated Apartment,1224828,Tippi,Irving Park,41.95758,-87.7271,Private room,57.0,2,210,2025-06-09,1.26,41,Chicago
250354,Close to Michigan Ave and parks,1311953,Ronald,Near South Side,41.85923,-87.62198,Entire home/apt,170.0,180,35,2018-01-15,0.21,359,Chicago
264547,Steps From the Best Chicago Offers,1387948,Dominic,Near West Side,41.88413,-87.64315,Entire home/apt,227.0,32,63,2021-10-17,0.39,313,Chicago
289689,"32 Day+ Med student, interns & interim stays.",1376077,Killian,Edgewater,41.97806,-87.65676,Private room,39.0,32,72,2025-04-22,0.44,167,Chicago
345075,"Spacious, Vintage Hyde Park Apt.3",1746524,Patricia,Kenwood,41.80774,-87.59459,Private room,115.0,2,301,2025-06-08,1.87,285,Chicago
350347,2bd/2bath Urban Loft w/ 2 pkg spots 1 blk to train,845242,Jay,Lake View,41.94107,-87.65492,Entire home/apt,250.0,3,803,2025-06-09,4.96,265,Chicago
372929,Lux Urban 3BR/3BA Duplex + Parking!,1876597,Hans,West Town,41.89629,-87.65704,Entire home/apt,284.0,2,316,2025-05-19,2.06,298,Chicago
464581,"Large, Private Logan Square Studio",2308792,Jonathan,Logan Square,41.92518,-87.69549,Entire home/apt,105.0,32,649,2025-01-29,4.16,92,Chicago
507517,Private Lincoln Square Garden Apt,2501182,Nate,Lincoln Square,41.96678,-87.6973,Entire home/apt,91.0,2,441,2025-06-16,2.8,227,Chicago
542067,Logan Square Modern Vintage Garden,2273840,Sarah,Logan Square,41.93142,-87.69989,Entire home/apt,178.0,3,313,2025-06-08,1.98,198,Chicago
584590,"Spacious Bedroom, steps to El train",2880338,Elizabeth,Lincoln Square,41.96528,-87.6831,Private room,63.0,32,57,2025-05-03,0.36,90,Chicago
634310,The Stained Glass Apt. Edgewater #1,2915265,Felice,Edgewater,41.99688,-87.66449,Private room,64.0,3,150,2025-06-16,0.96,327,Chicago
640841,Designer Lakeview Haven. Private Rooftop Oasis!,3200044,James,Lake View,41.94256,-87.67171,Entire home/apt,265.0,4,107,2025-05-25,1.25,114,Chicago
651742,Edgebrook Lg bdr by golf course,2824576,Jefferson,Forest Glen,41.99178,-87.75747,Private room,69.0,2,122,2025-06-08,0.81,348,Chicago
662034,Edgebrook bdr by golf course,2824576,Jefferson,Forest Glen,41.99405,-87.75746,Private room,60.0,2,102,2025-06-07,0.71,349,Chicago
681842,Bedrm/Bath - Swanky Northside Condo,3472696,Roxane,West Ridge,41.99373,-87.68279,Private room,52.0,32,33,2025-06-01,0.23,259,Chicago
697634,"2 BD Condo by downtown,park,lake",3574415,Marvin Stanley,Near North Side,41.90437,-87.6335,Entire home/apt,105.0,32,160,2024-05-26,1.1,194,Chicago
726376,"Spacious Studio, Amazing Location!",2658212,James,Lake View,41.93903,-87.65196,Entire home/apt,224.0,2,884,2025-05-29,5.74,21,Chicago
732569,Entire 2BR Apt w/ Parking & 3 Beds,3814224,James,Lower West Side,41.8559,-87.65336,Entire home/apt,284.0,2,157,2018-08-05,1.02,41,Chicago
739495,Lovely 2 bedroom in Lincoln Square,3867687,Janet,Lincoln Square,41.9765,-87.68144,Entire home/apt,205.0,7,218,2024-12-03,1.5,225,Chicago
755701,3 Bedroom Victorian Beauty at Logan Square,3920450,Vasileios,Logan Square,41.93115,-87.71836,Entire home/apt,120.0,32,32,2025-04-08,0.22,252,Chicago
863120,Cozy Private Room in a unique Chicago Penthouse,4525503,Nejla,Lincoln Park,41.92218,-87.66079,Private room,72.0,2,160,2025-02-09,1.1,194,Chicago
931105,Modern Guest Bedroom Room in Designers House,5015135,Samantha,East Garfield Park,41.88538,-87.69801,Private room,136.0,32,22,2018-11-02,0.15,362,Chicago
960326,The Penthouse Gallery at OHC - No Cleaning Fee!,5228189,Matthew,West Town,41.89602,-87.65659,Entire home/apt,321.0,2,485,2025-05-31,3.31,330,Chicago
966137,"!!BIG PRIVATE HOUSE!!close2bus,Great reviews!!",5016495,Erika,Near West Side,41.86801,-87.67877,Entire home/apt,137.0,32,41,2023-09-01,0.27,72,Chicago
979841,"Huge Victorian near Loyola, Lake #1",5076708,Eduardo,Rogers Park,42.00588,-87.66853,Private room,80.0,2,353,2025-06-08,2.38,284,Chicago
979926,"Huge Victorian near Loyola, Lake #2",5076708,Eduardo,Rogers Park,42.00477,-87.66842,Private room,73.0,2,394,2025-06-16,2.67,275,Chicago
979942,"Huge Victorian near Loyola, Lake #3",5076708,Eduardo,Rogers Park,42.00378,-87.66807,Private room,73.0,2,349,2025-06-12,2.35,282,Chicago
983640,Huge Victorian near Loyola 2bd Apt,5076708,Eduardo,Rogers Park,42.00456,-87.67058,Entire home/apt,179.0,2,304,2025-06-16,2.07,291,Chicago
1020810,Beautiful Condo in Chicago,3843347,Andrea,Near North Side,41.89395,-87.62593,Entire home/apt,85.0,32,42,2024-12-20,0.28,239,Chicago
1027463,Chicago Women's Residence Florence Comfy Rm,5654677,Urban Art,North Lawndale,41.8544,-87.70852,Private room,45.0,32,11,2021-09-05,0.09,77,Chicago
1083987,MODERN LOFT Downtown by McCormick w/KING BED WiFi,3965428,Paul,Near South Side,41.85395,-87.62468,Entire home/apt,150.0,32,17,2024-12-07,0.12,259,Chicago
1185749,3 Bedroom Vintage Hideaway In Little Italy/uic,1664593,Matt And Christy,Near West Side,41.87033,-87.6826,Entire home/apt,210.0,3,382,2025-05-18,2.61,135,Chicago
1321332,Lincoln Park Single Family Home,946954,Jeff,Lincoln Park,41.93089,-87.66946,Entire home/apt,572.0,2,117,2025-03-16,0.82,294,Chicago
1356190,Logan Square Vintage Deluxe Private Suite & Bath,3069675,Gabrielle,Logan Square,41.91984,-87.68962,Private room,120.0,3,490,2025-06-15,3.42,270,Chicago
1392594,"Bright open house, garden & deck",7528098,Eileen,Uptown,41.96909,-87.67407,Entire home/apt,200.0,3,33,2025-04-07,0.23,82,Chicago
1461451,02b. Twin bed in Coed Space,2907254,Joseph,West Ridge,42.01653,-87.68788,Shared room,20.0,1,212,2025-05-01,1.47,234,Chicago
1502674,The Biddle House (#2),33004,At Home Inn,Lincoln Park,41.91175,-87.63834,Entire home/apt,229.0,4,156,2025-06-09,1.09,290,Chicago
1554433,Charming Home in Chicago,6088938,Eric,Beverly,41.71554,-87.67197,Private room,44.0,32,200,2024-08-06,1.39,351,Chicago
1573401,Spacious & serene in hip spot. Sleeps 4.,8186262,April,Lower West Side,41.85592,-87.66249,Private room,68.0,2,446,2025-05-21,4.94,71,Chicago
1584422,Magic Factory Loft 2West,2810938,Carole,Near North Side,41.90532,-87.64761,Entire home/apt,497.0,3,56,2025-05-26,0.39,312,Chicago
1591370,Cozy Northside Apt near Transp&Beach&Free St Prkng,8489460,Holly,Rogers Park,42.01177,-87.67758,Entire home/apt,151.0,2,213,2025-06-09,1.49,336,Chicago
1614802,"Contemporary, private suite w fireplace",8595700,Carin,Lake View,41.93455,-87.66141,Entire home/apt,74.0,4,407,2025-06-08,2.99,243,Chicago
1620098,Bedroom + apartment in Lincoln Park,8619275,Leszek,Lincoln Park,41.92817,-87.64282,Entire home/apt,155.0,1,86,2025-06-02,0.6,55,Chicago
1663673,iKlektik House Chicago / Cardinal,8813383,Mindy + Tony,West Town,41.89322,-87.68572,Entire home/apt,139.0,2,444,2025-06-09,3.19,289,Chicago
1759266,Lakeview / Lincoln Park Vintage,9249272,Mark,Lake View,41.93396,-87.65897,Entire home/apt,176.0,2,98,2025-06-13,0.73,271,Chicago
1769731,1 Bedroom Across from Wrigley Field MVP Suite,9297431,Inn At Wrigleyville,Lake View,41.94747,-87.65417,Entire home/apt,308.0,1,34,2025-05-21,0.71,157,Chicago
1772920,3 Bedroom Across from Wrigley Field AllStar Suite,9297431,Inn At Wrigleyville,Lake View,41.94842,-87.65307,Entire home/apt,550.0,1,24,2025-05-18,0.17,169,Chicago
1773021,4 Bedroom Across from Wrigley Field Stadium Suite,9297431,Inn At Wrigleyville,Lake View,41.94774,-87.65421,Entire home/apt,922.0,1,56,2025-05-26,1.1,163,Chicago
1773025,4 Bedroom Across from Wrigley Field Legend Suite,9297431,Inn At Wrigleyville,Lake View,41.9475,-87.6542,Entire home/apt,808.0,1,40,2025-05-11,0.79,164,Chicago
1810118,LARGE 1BR/Private Full Bath near U of Chicago,9483312,Ryan,Woodlawn,41.77738,-87.60041,Private room,70.0,4,374,2025-05-26,2.71,135,Chicago
1837153,Musician's Quarters,9601147,Chester,Hyde Park,41.79989,-87.59432,Entire home/apt,62.0,32,60,2024-10-03,0.43,267,Chicago
1854000,Elegant Lakefront Near Wrigley Field Lake Michigan,9471604,James,Lincoln Park,41.93264,-87.64311,Entire home/apt,364.0,32,155,2022-08-09,1.11,365,Chicago
1869568,"Homey, cozy and comfortable!",1971382,Esmirna,North Lawndale,41.85638259958464,-87.71415361216066,Private room,45.0,1,3,2024-11-19,0.18,336,Chicago
1921670,The Avondale Garden Unit,9959757,Jedidiah,Irving Park,41.94663,-87.70783,Entire home/apt,164.0,2,358,2025-05-27,2.85,333,Chicago
1939467,"Rm 1, Quiet&Cozy in Old Irving - NonSmokers, only",8292749,Ilya,Irving Park,41.95998186072804,-87.73006782293396,Private room,50.0,32,5,2024-08-31,0.21,75,Chicago
1984545,Soulful Living 3B-3B Home Hyde Park/Bronzeville,4010906,Bobbie,Grand Boulevard,41.81961,-87.61324,Entire home/apt,251.0,32,4,2017-06-06,0.03,169,Chicago
2011301,Bucktown - Great Northside Location,5166793,Bradley,Logan Square,41.92118,-87.68678,Private room,78.0,2,309,2025-06-02,2.21,214,Chicago
2062638,Downtown Urban Oasis 3BR + Huge Deck & Parking!,1876597,Hans,West Town,41.89821,-87.6572,Entire home/apt,271.0,2,232,2025-06-03,1.66,318,Chicago
2103986,Mid-Century Townhouse in Lakeview,1838943,Barbara,Lake View,41.93338,-87.63913,Private room,86.0,1,174,2025-03-29,1.29,115,Chicago
2298310,"Hyde Park / Kenwood, U of Chicago. Free bike.",1385332,Pattaraporn,Kenwood,41.80239,-87.60244,Private room,45.0,10,67,2025-05-24,0.49,313,Chicago
2396340,The Woodsman's Gallery at OHC - No Cleaning Fee!,5228189,Matthew,West Town,41.89634,-87.65608,Entire home/apt,466.0,2,561,2025-06-06,4.09,325,Chicago
2437230,City Hideaway,7000138,Brock & Kim,North Center,41.94272,-87.68409,Entire home/apt,162.0,2,109,2025-06-08,0.81,286,Chicago
2479175,Cozy Garden-Subterranean Apartment,12681444,Jennifer,Lincoln Square,41.96316,-87.69208,Entire home/apt,75.0,2,298,2025-05-25,2.19,131,Chicago
2499596,Vintage Apartment in the Heart of the Ukrainian Village,2768314,Jason,West Town,41.90006,-87.68096,Entire home/apt,172.0,10,195,2025-06-03,1.42,213,Chicago
2515629,"Cozy, Quiet, Private bathroom in private room",12877384,Tanya,East Garfield Park,41.88152,-87.69768,Private room,36.0,7,188,2025-05-20,1.42,94,Chicago
2519442,"Warm Cozy Suite, Private Bath, Free Street Parking",7858620,Cynthia,Washington Park,41.79606,-87.62382,Private room,82.0,2,129,2025-05-19,0.95,326,Chicago
2543231,Private room near Downtown,2850286,Amado,Lower West Side,41.85669,-87.65132,Private room,59.0,32,245,2022-09-01,1.79,133,Chicago
2564678,Even Cowgirls Get The Blues Rm.,5654677,Urban Art,South Lawndale,41.85295,-87.70686,Private room,72.0,32,6,2021-09-13,0.05,107,Chicago
2844042,iKlektik House Chicago / BlueJay,8813383,Mindy + Tony,West Town,41.89288,-87.68458,Entire home/apt,134.0,2,197,2025-06-01,1.46,294,Chicago
2874486,Gorgeous Penthouse with Stunning Views from Private Rooftop,14692157,Ross,West Town,41.90026,-87.66871,Entire home/apt,218.0,2,285,2025-06-01,2.69,295,Chicago
2907500,The Red Room,11231030,Erik,West Lawn,41.78225,-87.72806,Private room,37.0,1,391,2025-06-02,2.96,318,Chicago
3031898,Art Collector's Pied-a'-terre,15442332,Karen Sophie,South Shore,41.77206,-87.56982,Entire home/apt,85.0,32,246,2025-02-07,1.82,317,Chicago
3053081,Relaxed Bucktown/Wicker Park 1B Apt,1368870,Paul,Logan Square,41.91571,-87.67449,Entire home/apt,110.0,2,537,2025-06-09,3.98,202,Chicago
3068787,Lincoln Square Modern 2 Bed 2 Bath,7780304,Mark,North Center,41.96136,-87.6784,Entire home/apt,149.0,3,205,2025-06-16,1.72,274,Chicago
3083343,Remodeled Splendid Flat in Bucktown/Wicker Park,209564,Amitabh,Logan Square,41.91533279418945,-87.67047882080078,Entire home/apt,189.0,2,154,2025-03-31,1.19,113,Chicago
3088192,2nd floor of 1908 brick two-flat in Logan Square,15710890,Paul,Logan Square,41.93105,-87.71177,Entire home/apt,212.0,1,517,2025-06-14,3.86,62,Chicago
3105733,King Bed in Private room in 2BR,12416635,David,Near West Side,41.86968,-87.68582,Private room,97.0,4,24,2020-03-30,0.18,295,Chicago
3172794,LOFT606:  Gigantic Sunlit Former Factory Home,16090300,John,Logan Square,41.91634,-87.69335,Entire home/apt,1697.0,1,91,2025-04-20,0.69,335,Chicago
3267902,Ravenswood Guest House Annex,2676165,Richard,Edgewater,41.98908,-87.66697,Entire home/apt,79.0,2,433,2025-06-11,3.23,265,Chicago
3292054,The Roscoe House near Wrigley Field,5960265,Courtney And Garrett,Lake View,41.94278,-87.65621,Entire home/apt,509.0,4,339,2025-06-11,2.55,317,Chicago
3308694,"""The Annex II"" Huge 1,600 Sq foot Apartment",16707041,Matthew,Near West Side,41.88711,-87.6438,Entire home/apt,356.0,2,139,2025-06-01,1.3,159,Chicago
3329088,East Garfield Park 2 Bedroom,16807770,William,East Garfield Park,41.88367,-87.70864,Entire home/apt,140.0,3,165,2025-06-15,1.23,321,Chicago
3376665,Private room and private bath in luxury condo,3533788,Janet,West Town,41.90973,-87.69655,Private room,87.0,2,65,2025-06-08,0.53,339,Chicago
3385966,Welcome to your 2BD Penthouse,9995028,Chad,Lake View,41.93594,-87.66953,Entire home/apt,189.0,32,190,2023-11-11,1.54,289,Chicago
3394750,Park Side Apt. Walk to Orange Line!,8781008,Jenn,Mckinley Park,41.8251,-87.6739,Entire home/apt,96.0,4,122,2025-05-27,1.32,188,Chicago
3434136,Beautiful West Lakeview location,17217012,Janet,Lake View,41.94159,-87.65099,Private room,75.0,32,177,2023-10-15,1.33,313,Chicago
3445991,"#55-Clean,Great area. free parking, 24h check in.",13389580,Edgar K,Dunning,41.94418,-87.79895,Private room,35.0,32,7,2025-01-12,0.05,36,Chicago
3517984,Private room w/bath in urban canopy,11294056,Amanda,Hyde Park,41.79963,-87.59186,Private room,84.0,1,499,2025-06-08,3.78,35,Chicago
3570616,1 Bedroom Victorian Beauty at Logan Square!,3920450,Vasileios,Logan Square,41.93047,-87.7196,Entire home/apt,136.0,32,160,2024-10-01,1.21,290,Chicago
3590692,"Modern, Super-CLEAN, Garden Level  Bedroom 3",12955486,Luke,Edgewater,41.99103,-87.66166,Private room,47.0,20,48,2024-10-09,0.36,88,Chicago
3638744,Chicago Suite 1BR/1BA (3709-G2),837429,Petru,Irving Park,41.95965,-87.72016,Entire home/apt,68.0,14,48,2024-11-15,0.37,324,Chicago
3639045,Modern suite in Victorian Garden setting.,8607123,Grainne,West Ridge,41.99595,-87.67545,Entire home/apt,59.0,32,6,2024-07-20,0.07,132,Chicago
3696178,Beautiful condo close to the beach,18742622,Barbara,Rogers Park,42.0222,-87.67226,Private room,46.0,3,83,2025-03-12,0.67,312,Chicago
3742513,03a. Queen sized in coed room,2907254,Joseph,West Ridge,42.0168,-87.68771,Shared room,23.0,1,171,2025-05-04,1.3,352,Chicago
3783533,"""Home Away from Home"" - Free Street Parking!",19416379,Glenda,Humboldt Park,41.898048,-87.702972,Entire home/apt,185.0,28,366,2025-05-31,2.79,230,Chicago
3792844,Luxury One Bedroom One-Private bathroom on beach,19471032,Alberto,Loop,41.877,-87.63055,Private room,55.0,32,14,2025-06-01,0.29,221,Chicago
3809530,Best location in Chicago! Superhost,19578992,Laura,West Town,41.90173,-87.67359,Entire home/apt,257.0,32,103,2023-10-09,0.78,365,Chicago
3811926,The Blue Room,11231030,Erik,West Lawn,41.78392,-87.72921,Private room,37.0,1,539,2025-05-26,4.08,311,Chicago
3897045,Chic and modern - Best location in Chicago,3843347,Andrea,Near North Side,41.89637,-87.62726,Entire home/apt,121.0,32,38,2024-08-04,0.29,0,Chicago
3924599,Unique and Chic 1,4010906,Bobbie,Grand Boulevard,41.8198,-87.61423,Private room,107.0,5,8,2022-09-16,0.06,168,Chicago
3953322,Spacious Luxury Townhouse - Old Town,20490917,Robert,Lincoln Park,41.91374,-87.64014,Entire home/apt,116.0,2,242,2025-06-11,2.12,306,Chicago
3962072,SPACIOUS and VERY BRIGHT 2BDR LOFT near DOWNTOWN,20528154,Gabriela,Near West Side,41.88503,-87.68664,Entire home/apt,119.0,3,144,2025-06-01,1.1,311,Chicago
3979320,2 Room Apartment in Vintage Bldg,20624213,Karen,Uptown,41.95652,-87.64982,Entire home/apt,99.0,3,45,2025-06-11,3.49,257,Chicago
3979385,Private 3rd Floor Apartment,20624213,Karen,Uptown,41.95669,-87.64847,Entire home/apt,131.0,3,367,2025-06-09,2.79,235,Chicago
4083903,"Beautiful, Spacious Historic Greystone Unit.",21178487,Fatimah,Grand Boulevard,41.80392,-87.6108,Entire home/apt,150.0,32,3,2020-03-01,0.05,89,Chicago
4096995,Spacious Private Room w/ king bed,2880338,Elizabeth,Uptown,41.96264,-87.67296,Private room,65.0,32,36,2024-12-21,0.28,93,Chicago
4105283,Short-Term Sublet Near Lake Michigan,18649856,Rachel,Edgewater,41.99701,-87.66099,Entire home/apt,42.0,75,212,2024-08-04,1.63,98,Chicago
4150121,Stunning Chicago Loft Near Wrigley Field,2441500,Lisa,Lake View,41.94987,-87.64611,Entire home/apt,91.0,2,521,2025-01-11,4.01,221,Chicago
4156913,Near Lake Michigan & Wrigley Field,6874747,Brian,Uptown,41.96705,-87.65772,Entire home/apt,220.0,2,282,2025-06-12,2.3,111,Chicago
4214683,"Mid City, Vintage, Close to O'Hare Pvt Room",21872907,Tamiz,Irving Park,41.95107,-87.71005,Private room,59.0,3,186,2025-06-16,1.44,286,Chicago
4243309,Sleek Wrigleyville/Boystown Condo with Rooftop Skyline Views,21924626,Nathan,Lake View,41.94124,-87.64941,Private room,203.0,1,413,2025-06-14,3.23,11,Chicago
4243905,Historic house in hip Logan Square,22022871,Jill,Logan Square,41.9254,-87.69753,Entire home/apt,251.0,32,53,2023-11-07,0.44,362,Chicago
4257285,The Stained Glass Apt. Edgewater #2,2915265,Felice,Edgewater,41.99632,-87.66385,Private room,60.0,3,105,2025-06-13,0.81,331,Chicago
4264117,Cozy Chicago Stay in Heart of Lincoln Square,1368349,Nancy,Lincoln Square,41.96745,-87.68424,Entire home/apt,65.0,1,23,2025-05-25,0.2,43,Chicago
4278818,Unique and Chic 2,4010906,Bobbie,Grand Boulevard,41.81873,-87.61387,Entire home/apt,127.0,5,22,2024-10-17,0.18,169,Chicago
4335812,Garden Suite,4010906,Bobbie,Grand Boulevard,41.81793,-87.61291,Private room,114.0,5,13,2024-09-04,0.11,167,Chicago
4365466,01a. Full bed in Shared Space - Female Guests Only,2907254,Joseph,West Ridge,42.01653,-87.68788,Shared room,21.0,1,122,2025-04-07,0.94,242,Chicago
4370895,Sun-drenched Vintage Flat with a Lake view,10691960,Kayla,Near North Side,41.90487,-87.62747,Entire home/apt,271.0,32,96,2022-06-06,0.75,178,Chicago
4394093,Private bed/bath in beautiful home,22810362,Anne,Lake View,41.95518,-87.66999,Private room,85.0,3,36,2023-08-19,0.29,172,Chicago
4417718,"Cozy, Bright Basement Guest Suite",1096941,Angela,Irving Park,41.96114,-87.70514,Private room,55.0,25,28,2025-04-01,0.22,167,Chicago
4457161,"Comfy 3BD/1BA, garage spot included",23128169,Jeanne,North Center,41.95931,-87.67795,Entire home/apt,244.0,2,106,2025-05-17,0.82,167,Chicago
4567558,2 Bedrooms are perfect for groups up to 3 guests,2169532,Adam,Irving Park,41.95501,-87.73814,Private room,107.0,32,131,2022-10-11,1.03,89,Chicago
4592031,UPTOWN ROW HOUSE-SPACIOUS PRIVATE SHARED ROOM(S),23803571,Tomasso,Uptown,41.96574,-87.65747,Private room,108.0,1,154,2025-05-28,1.52,116,Chicago
4632510,Spacious two bedroom with patio!,1563534,Elizabeth Anna,West Town,41.90376,-87.69556,Entire home/apt,83.0,32,165,2025-05-02,1.3,152,Chicago
4662201,"Great location, large space",24124115,Syed,West Town,41.900188,-87.661751,Private room,99.0,32,28,2022-10-15,0.22,297,Chicago
4730797,Home in Vibrant Logan Square,2892101,Justine,Logan Square,41.92125,-87.70158,Private room,57.0,4,135,2025-06-04,1.08,230,Chicago
4731523,A Cozy Room for Two in Vibrant Logan Square,2892101,Justine,Logan Square,41.92286,-87.70154,Private room,56.0,4,100,2025-05-06,0.79,200,Chicago
4793938,"2BD/2BA w/ gourmet kitchen, private balcony & more",24705990,Rick,Uptown,41.97106,-87.66777,Hotel room,457.0,3,91,2024-08-04,0.72,58,Chicago
4803582,Coach house Wicker Park- Bucktown,24267774,Barbara,West Town,41.90596,-87.67569,Entire home/apt,139.0,32,156,2025-05-01,1.25,300,Chicago
4840199,Luxe 3BD/2BA with Fireplace and Private Balcony,24705990,Rick,Uptown,41.97095,-87.66798,Entire home/apt,573.0,3,40,2025-05-20,0.33,53,Chicago
4852830,Private bedroom in Lincoln Park,597871,Matt,Lincoln Park,41.91233,-87.65146,Private room,108.0,30,343,2025-06-01,2.74,252,Chicago
4872152,"Simple room, close to trains!",21922655,Angelica,West Town,41.90637,-87.68954,Private room,82.0,1,275,2025-05-25,2.19,59,Chicago
4912516,"Happy, Upscale 4 Bed Home (Roscoe Village)",22052322,John,North Center,41.94816,-87.68607,Entire home/apt,158.0,5,144,2025-05-04,1.15,10,Chicago
4930338,Beautiful Brownstone Apt.,23197213,Doral,Grand Boulevard,41.81214,-87.61328,Entire home/apt,135.0,32,24,2018-07-17,0.19,316,Chicago
5014976,Chic 3BD/2BA Suite w/ Full Kitchen & Washer/Dryer,24705990,Rick,Uptown,41.97,-87.66865,Entire home/apt,573.0,3,38,2022-03-28,0.31,342,Chicago
5074013,Unwind in Style Steps from the Magnificent Mile,10209853,Tatiana & Roupen,Near North Side,41.89295,-87.62217,Entire home/apt,220.0,2,402,2025-06-14,3.24,137,Chicago
5102125,Private BR in Condo close to Chicago Dwtwn!,10613587,Saurin,West Town,41.89492,-87.65926,Private room,83.0,1,305,2025-06-04,2.76,171,Chicago
5117490,The Entire Floor of a Comfortable & Modern Duplex,1407749,Vladimir,West Town,41.89998,-87.69244,Private room,122.0,7,197,2025-06-10,1.57,138,Chicago
5185790,"Unique 6,000 Foot Converted Factory",26819996,Jon,West Town,41.8911,-87.66947,Entire home/apt,5000.0,32,0,No review,0.0,89,Chicago
5195252,Room with large private balcony,26874445,Sebastien,West Town,41.90451,-87.67943,Private room,48.0,32,177,2022-12-05,1.47,1,Chicago
5205377,Private room+bath in Wicker Park,26874445,Sebastien,West Town,41.90434,-87.67967,Private room,44.0,32,287,2024-12-30,2.29,328,Chicago
5210927,iKlektik House Chicago / Robin,8813383,Mindy + Tony,West Town,41.89329,-87.68574,Entire home/apt,119.0,2,527,2025-06-07,4.26,290,Chicago
5231461,Modern/Spacious 2BR/2BA West Town,27074701,Charissa,West Town,41.90168,-87.693,Entire home/apt,180.0,3,265,2025-06-16,2.14,290,Chicago
5283285,The Flower Power Room,22215535,Matt,Lower West Side,41.85707,-87.67082,Private room,50.0,32,156,2024-10-18,1.24,85,Chicago
5297152,Fresh and Sunny Bed & Bath by UofC,9499059,Bennett,Hyde Park,41.79755783081055,-87.59791564941406,Private room,70.0,50,243,2025-06-15,1.95,195,Chicago
5321981,Inspiring Studio in Art Gallery,24676863,William,West Town,41.9086,-87.67684,Private room,106.0,32,55,2023-12-05,0.44,89,Chicago
5359984,"Condo with private terrace, free WIFI and parking",4698713,Mark,West Town,41.89558,-87.66585,Entire home/apt,270.0,3,134,2025-05-25,1.08,74,Chicago
5406217,Urban Luxury 1BR/2BA Logan Square Condo w/Garage,28022926,Bryan,Logan Square,41.92621,-87.70888,Entire home/apt,180.0,2,278,2025-06-16,2.25,321,Chicago
5496659,SmallCurtainedBeige Space Area South Shore Airbnb,28501460,Delia,South Shore,41.76477,-87.57182,Private room,25.0,1,108,2025-06-02,0.86,311,Chicago
5537682,The Rectory,28715964,David,Lincoln Park,41.92032,-87.66128,Entire home/apt,272.0,2,291,2025-05-28,2.39,218,Chicago
5576190,Rust Room - SouthShoreBungalowLower FL SomeHumming,28501460,Delia,South Shore,41.76302,-87.57186,Private room,26.0,1,60,2025-03-01,0.49,315,Chicago
5576191,Yellow Room - South Shore Bungalow,28501460,Delia,South Shore,41.76257,-87.57225,Private room,30.0,1,47,2025-06-09,0.4,330,Chicago
5645139,Vintage Uptown Loft with Queen Bed & Private Bath,13195824,Amy,Uptown,41.97188,-87.65779,Private room,133.0,3,235,2025-06-09,1.91,321,Chicago
5694572,Lincoln Park Townhome (LP12) MONTHLY,33004,At Home Inn,Lincoln Park,41.92229,-87.64234,Entire home/apt,181.0,32,20,2022-11-27,0.17,120,Chicago
5785758,Medical Student Housing C,250400,Daniel Michael,South Lawndale,41.85253,-87.69803,Private room,46.0,1,32,2025-04-25,0.27,44,Chicago
