id,name,host_id,host_name,neighbourhood_cleansed,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,availability_365,city
25865762,"Bright, airy & updated 3 BR in central location!",194332748,Stay Redamo Vacation Rentals,Seventh Ward,29.9698,-90.06596,Entire home/apt,97.0,30,116,2025-05-04,1.38,131,New Orleans
25870988,Modern Marvel /2 blks to FQ & Frenchmen /Free Pkng,58758209,Irelis & David,Marigny,29.96666,-90.05978,Entire home/apt,165.0,2,239,2025-05-25,2.81,61,New Orleans
25871608,Fully Furnished Studio in Uptown New Orleans.,194383958,Jennifer,Uptown,29.93429,-90.10284,Entire home/apt,75.0,30,12,2019-07-12,0.14,339,New Orleans
25872802,Close to it all /Balcony/ Free Pkng/ 2 blks to FQ,58758209,Irelis & David,Marigny,29.96666,-90.05984,Entire home/apt,145.0,2,236,2025-05-25,2.77,24,New Orleans
25893362,Sleek and Stylish Abode in Vibrant Neighborhood,194571593,Timmy,Seventh Ward,29.970632553100582,-90.06690216064453,Entire home/apt,101.0,30,245,2025-06-08,2.91,329,New Orleans
25911629,Bywater 5 Bed + 4 Bath Creole Cottage,194732128,Amber,St. Claude,29.96428,-90.03389,Entire home/apt,368.0,30,39,2020-03-08,0.49,128,New Orleans
25917040,Maison Conti St._ Near Historic Canal Street,28048786,Randall,Tulane - Gravier,29.96543,-90.08133,Entire home/apt,214.0,30,19,2020-03-09,0.26,270,New Orleans
25967388,Bywater's Delight - Live Like a Local!,195181241,Rozano,St. Claude,29.96587,-90.0431,Entire home/apt,141.0,30,163,2025-05-05,1.93,169,New Orleans
26004073,Zen Hideaway by the River,99518489,Justin,Mcdonogh,29.94681,-90.05227,Entire home/apt,235.0,1,74,2025-04-21,0.9,363,New Orleans
26004346,"Charming & Funky, Bywater Hideaway",35395756,Kpvr,Bywater,29.9626,-90.04179,Entire home/apt,49.0,30,97,2024-09-07,1.14,105,New Orleans
26008201,"Cozy and Luxurious Desire Getaway, Great Location!",13038919,Olandra,St. Claude,29.96819,-90.03854,Entire home/apt,73.0,2,324,2025-06-13,3.8,145,New Orleans
26063893,Private apartment close to French Quarter,51811879,Amy,Marigny,29.96714,-90.06086,Entire home/apt,98.0,2,204,2025-05-26,2.41,56,New Orleans
26100999,Garden District Delight 5bd/3ba off Magazine/nr FQ,196182832,Avi,Irish Channel,29.9237,-90.08341,Entire home/apt,265.0,30,38,2024-05-14,0.45,200,New Orleans
26222757,Freret Guesthouse,64955757,Heather,Freret,29.93545,-90.10819,Entire home/apt,48.0,1,344,2025-06-09,4.43,341,New Orleans
26259903,Couples Getaway Sugar Hill,155264238,Susan,St. Roch,29.988947,-90.060387,Entire home/apt,190.0,1,59,2024-06-02,0.72,351,New Orleans
26283838,Nola Home close to Jazz Fest and French Quarter,197610121,Jason,Fillmore,30.00646,-90.08401,Entire home/apt,315.0,30,41,2025-02-10,0.53,97,New Orleans
26285501,Uptown near Loyola and Tulane-Steps to Street Car,162629674,Lissa,Marlyville - Fontainbleau,29.95738,-90.11647,Entire home/apt,132.0,30,67,2024-02-14,0.87,179,New Orleans
26328111,"Beautiful, Historic New Orleans",3003221,Kathleen,Treme - Lafitte,29.97177,-90.07201,Entire home/apt,68.0,30,5,2022-08-31,0.06,0,New Orleans
26359913,New Marigny Retreat,39275612,Jane,St. Roch,29.97049,-90.05546,Entire home/apt,115.0,1,212,2025-06-01,2.69,166,New Orleans
26368293,St. Roch Artist's Apartment,5743364,Jennifer,St. Roch,29.96959,-90.05056,Entire home/apt,59.0,1,220,2025-05-11,2.6,187,New Orleans
26368909,Uptown Renovated Historic Gem blks from Street Car,162629674,Lissa,Marlyville - Fontainbleau,29.95529,-90.11773,Entire home/apt,128.0,30,151,2025-03-05,1.78,171,New Orleans
26384819,Early Checkin/ Late Checkout,198384664,Carmen,Treme - Lafitte,29.97021,-90.07207,Entire home/apt,448.0,2,115,2025-05-18,1.38,334,New Orleans
26427801,Creole Cottage Place New Orleans,198721078,Joseph,Gentilly Terrace,29.99512,-90.0486,Entire home/apt,295.0,30,20,2020-02-27,0.24,365,New Orleans
26470296,Casual Comfort in Historic Lower Garden District,37614659,Robert,Lower Garden District,29.93411,-90.07201,Entire home/apt,112.0,2,287,2025-05-26,3.39,322,New Orleans
26487658,Walk to the French Quarter from Sunny Guest Suite,16434587,Matilde,Treme - Lafitte,29.97232,-90.07604,Entire home/apt,118.0,30,127,2024-10-27,1.54,225,New Orleans
26496301,Loft Retreat Just a Half-Block to the Quarter,27334601,Bret,Treme - Lafitte,29.96511,-90.06532,Private room,122.0,3,305,2025-06-15,3.65,223,New Orleans
26522514,Tropical Garden Studio,48466627,Sharon,Audubon,29.94776,-90.11946,Entire home/apt,106.0,3,144,2025-05-19,1.7,160,New Orleans
26523454,"Cozy Creole Cottage, safe area, Fenced Yard 1528",66925019,Bianka,Seventh Ward,29.9766,-90.07447,Entire home/apt,112.0,30,78,2025-04-02,0.92,90,New Orleans
26556038,Private suite in Bywater-St. Claude,16694390,Beth,St. Claude,29.96764,-90.03702,Private room,116.0,2,83,2025-05-06,0.98,35,New Orleans
26560630,*****Spacious Nola Home!!**** (Off Street Parking),83509781,Skye,Broadmoor,29.94527,-90.09836,Entire home/apt,224.0,30,29,2025-04-29,0.34,47,New Orleans
26573649,Broad St. Villa Near Everything Nola  21CSTR-04136,185373117,Vanessa,Fairgrounds,29.97837,-90.07671,Entire home/apt,300.0,3,107,2025-05-06,1.27,58,New Orleans
26663266,"Cozy, Quiet Loft 3 blocks from the French Quarter",10625521,William Thomas,Central Business District,29.95078,-90.07074,Entire home/apt,94.0,30,406,2025-06-12,4.83,244,New Orleans
26664129,Updated Marginy Condo | Beautiful Outdoor Patio,349162641,David,Marigny,29.96736,-90.05596,Entire home/apt,179.0,2,86,2025-06-12,2.08,285,New Orleans
26664639,Amazing Courtyard Apt in Historic Mid-city Home!,64889660,Farron,Mid-City,29.9768,-90.10259,Entire home/apt,248.0,30,41,2021-07-30,0.49,364,New Orleans
26666829,2 Mi to French Quarter: NOLA Getaway w/ Porch!,122380652,Evolve,Bayou St. John,29.97851,-90.08327,Entire home/apt,204.0,30,5,2020-01-05,0.06,333,New Orleans
26840799,NOLA Loft House,100956083,Janetha,Little Woods,30.05567,-89.9654,Entire home/apt,294.0,30,10,2021-11-27,0.12,87,New Orleans
26844490,A (Suite) Taste Of New Orleans,201882955,Cornelious,Gentilly Terrace,30.00474,-90.05166,Private room,93.0,1,71,2025-05-06,0.88,267,New Orleans
26868629,"1 bedroom apt by Tulane University, street car",48187766,Olive,East Carrollton,29.94235,-90.12657,Entire home/apt,76.0,30,2,2021-10-07,0.02,270,New Orleans
26877146,"5 bedroom Duplex, by Tulane near- street car",48187766,Olive,East Carrollton,29.94293,-90.12737,Entire home/apt,200.0,30,1,2018-07-22,0.01,90,New Orleans
26896394,Love Shack and Art House,71478267,Patricia,Leonidas,29.96286,-90.12076,Entire home/apt,94.0,30,50,2024-11-03,0.67,269,New Orleans
26986928,Uptown/Midcity Living,71478267,Patricia,Leonidas,29.96133,-90.12036,Entire home/apt,110.0,30,70,2023-02-26,0.83,270,New Orleans
27050202,"""205"" Cozy Studio on St. Charles Ave.",6268899,Paula,Central City,29.93364,-90.08231,Entire home/apt,69.0,3,188,2025-06-05,2.26,128,New Orleans
27065122,"A bed room by street car, Tulane university",48187766,Olive,East Carrollton,29.9413,-90.12812,Private room,58.0,30,0,No review,0.0,365,New Orleans
27110773,"B Basic room by street car,Tulane university",48187766,Olive,East Carrollton,29.94183,-90.12688,Private room,63.0,30,13,2024-08-13,0.17,365,New Orleans
27111326,Private Suite near the heart of Uptown activities!,204061041,Jacques D,East Carrollton,29.94169,-90.12902,Private room,92.0,2,119,2025-06-16,1.43,72,New Orleans
27112777,Private Courtyard Apartment just off Bourbon St.,36545272,Ben,French Quarter,29.96012,-90.0651,Entire home/apt,174.0,30,66,2023-12-11,0.82,269,New Orleans
27139527,The French Room,13829795,Callie,Hollygrove,29.96974,-90.11876,Private room,50.0,30,110,2025-03-04,1.35,364,New Orleans
27142922,Exquisite Lower Garden District Home,154162520,Zacharias,St. Thomas Dev,29.92941,-90.07051,Entire home/apt,500.0,30,1,2020-02-26,0.02,364,New Orleans
27169978,2 br ON streetcar line!-Uptown-near Oak St,72355456,Blair,Leonidas,29.9526737,-90.1244774,Entire home/apt,118.0,2,313,2025-06-16,3.78,263,New Orleans
27174127,Elegant Renovated House With Relaxing Courtyard,38663079,Norman,St. Claude,29.96644,-90.04362,Entire home/apt,105.0,1,408,2025-06-03,4.88,315,New Orleans
27174778,The Picasso Room,13829795,Callie,Hollygrove,29.97022,-90.11699,Private room,50.0,30,129,2025-05-06,1.54,365,New Orleans
27177102,Beautiful & Spacious 4BD/3BA w/Outdoor Oasis,173448361,Michelle,Bywater,29.96338,-90.04467,Entire home/apt,237.0,30,71,2025-04-06,0.86,162,New Orleans
27221705,Sunny Historic 2br Magazine Street House,112910785,Marigny,Irish Channel,29.926254272460938,-90.08197784423828,Entire home/apt,77.0,3,213,2025-05-27,2.54,276,New Orleans
27221889,Modern Victorian House With Relaxing Courtyard,38663079,Norman,St. Claude,29.96624,-90.0422,Entire home/apt,117.0,1,446,2025-06-02,5.35,312,New Orleans
27232640,Beautiful & Spacious 3 Bedroom Mid City!,26598201,Freddy,Mid-City,29.96758,-90.10172,Entire home/apt,75.0,30,40,2024-04-06,0.5,365,New Orleans
27254282,Historic Farmhouse Uptown Near Tulane,205274635,Nicholas,Marlyville - Fontainbleau,29.94891,-90.11182,Entire home/apt,108.0,30,17,2021-05-31,0.21,363,New Orleans
27459169,3BR Pet-Friendly Getaway on Ursuline in NOLA,127419247,Lillian,Bayou St. John,29.97646,-90.08215,Entire home/apt,103.0,30,87,2025-05-25,1.04,0,New Orleans
27485185,Perfect 3BR on Freret Street w/Parking,51541620,Samuel,Freret,29.9350468,-90.1069043,Entire home/apt,136.0,1,211,2025-06-02,2.6,189,New Orleans
27506717,Faubourg Livaudais,207383837,Melvin,Central City,29.93618,-90.08703,Entire home/apt,170.0,30,25,2023-04-23,0.3,179,New Orleans
27519227,Cool as a Cucumber on Esplanade Ridge!,66747616,Kathleen,Fairgrounds,29.98017,-90.083,Entire home/apt,84.0,30,16,2023-01-19,0.2,171,New Orleans
27528699,Classic Creole Cottage in Historic Neighborhood,11372242,Thiamanti,Mid-City,29.97367,-90.10815,Entire home/apt,58.0,30,110,2025-02-17,1.33,43,New Orleans
27528701,"Historic Mid-City Creole Cottage with a Fresh, Breezy Vibe",11372242,Thiamanti,Mid-City,29.97348,-90.10703,Entire home/apt,60.0,30,90,2025-05-18,1.08,130,New Orleans
27555438,Elegant 4BD Home w/Gazebo 2.5 mi from Bourbon St.,156383794,Brittany,Florida Area,29.98056,-90.03732,Entire home/apt,158.0,2,106,2025-06-07,1.28,339,New Orleans
27572444,Creole Cottage Suite- Close to Magazine Street,208034462,Leigh,St. Thomas Dev,29.925659649751484,-90.0744333716116,Entire home/apt,143.0,3,207,2025-06-04,2.5,155,New Orleans
27610109,HISTORIC MODERN 2 NEW ORLEANS HOME,3842889,Marcus,Central City,29.93536,-90.09329,Entire home/apt,96.0,30,24,2021-08-21,0.29,270,New Orleans
27704737,Saint Ann Retreat,208932132,Gavin,City Park,29.98358,-90.10142,Entire home/apt,137.0,3,120,2024-11-18,1.45,14,New Orleans
27760453,"HH Whitney House - Premium 3-bedroom, 2-bath suite",104792142,Glen,Seventh Ward,29.9718,-90.07154,Private room,455.0,3,2,2024-08-31,0.07,97,New Orleans
27762728,Zydeco House,209616262,Erik & Douglas,Marlyville - Fontainbleau,29.95416,-90.10968,Entire home/apt,127.0,30,142,2023-06-20,1.78,159,New Orleans
27764590,"HH Whitney House - Deluxe 2-bedroom, 1-bath suite",104792142,Glen,Treme - Lafitte,29.97084951441253,-90.07229927869662,Private room,333.0,3,3,2023-08-18,0.07,98,New Orleans
27765273,Modern New Orleans Style Home,209639443,Shalondria Renee,Audubon,29.93605,-90.11318,Entire home/apt,343.0,30,60,2023-09-10,0.74,270,New Orleans
27831953,Designer 2BR Historic LowGardDist,10507820,Ro,Lower Garden District,29.93662,-90.06938,Entire home/apt,255.0,30,54,2025-05-28,0.66,89,New Orleans
27832579,"Casa ""Martini” Historic Broadmoor Beauty",191219891,Bob & Sue,Broadmoor,29.94647,-90.10509,Entire home/apt,206.0,2,98,2025-05-19,1.2,176,New Orleans
27865542,"HIDDEN GEM, Mid City, WALK to park, dining, cafes",1194305,Maria,Fairgrounds,29.97992,-90.07837,Entire home/apt,95.0,3,168,2025-06-01,2.08,91,New Orleans
27870411,Lovely 2bd-5 min to Jazz Fest. Sleeps 6,199977782,T,Lakeview,29.99674,-90.1149,Entire home/apt,213.0,30,30,2023-07-13,0.36,180,New Orleans
27876183,Nola Charm; about a 15min walk to FQ,4045105,Deborah Jean,St. Roch,29.97042,-90.05037,Entire home/apt,79.0,2,229,2025-06-02,2.81,100,New Orleans
27901704,Designer Bohemian Loft on Iconic Magazine Street,19414007,Epic Stork,East Riverside,29.92313,-90.08778,Entire home/apt,608.0,30,153,2025-05-05,1.84,344,New Orleans
27921610,"Spacious 5BR Urban Oasis | Porch, Courtyard, Free",11362234,Isaac,Mid-City,29.96291,-90.0902,Entire home/apt,254.0,2,131,2025-05-20,1.58,357,New Orleans
27925673,Gentilly Gem,29854064,Erin,Milneburg,30.02199,-90.05703,Entire home/apt,86.0,30,35,2024-11-27,0.42,365,New Orleans
27942237,"New Orleans charm, 2 Bedroom gated parking!",103984802,Meghan,Lower Garden District,29.93513,-90.06943,Entire home/apt,140.0,30,11,2025-04-11,0.21,364,New Orleans
27966516,Welcome to the Doll House...,207402831,Ume,French Quarter,29.95998,-90.0634,Entire home/apt,46.0,30,13,2022-06-23,0.16,270,New Orleans
27986603,⚜️Spacious 3 bedroom historical⚜️,51825422,Cleila,Seventh Ward,29.9716,-90.07077,Entire home/apt,275.0,2,122,2025-05-19,1.5,355,New Orleans
28006677,Studio 3 in Treme Lic #22-CSTR-18108-24-OSTR-03067,123646714,New Orleans Restoration Properties,Treme - Lafitte,29.97029,-90.08177,Entire home/apt,56.0,1,138,2025-05-26,1.7,196,New Orleans
28012445,Music Lovers Dream - Frenchmen Street Guesthouse,20472809,Daphne,Marigny,29.96293,-90.05849,Entire home/apt,500.0,3,219,2025-06-15,2.66,209,New Orleans
28027934,"Maison Laharpe, Historic Tremé Cottage",83826067,Rachel,Seventh Ward,29.97442,-90.07048,Entire home/apt,75.0,2,266,2025-06-15,3.21,39,New Orleans
28029008,Brand New Home Uptown!,125560574,Kellie,Uptown,29.92114,-90.10746,Entire home/apt,95.0,1,177,2025-05-31,2.25,156,New Orleans
28053231,"Luxury Historic Creole Cottage, French Quarter; Pool & Spa",9122177,Joshua,Marigny,29.96664,-90.05784,Entire home/apt,380.0,1,148,2025-05-27,1.82,330,New Orleans
28078984,3 BR Whole House on Tchoup - The Mardi Gras House,13206053,Richard H,East Riverside,29.91847,-90.09819,Entire home/apt,275.0,4,102,2025-04-06,1.26,32,New Orleans
28096009,THE NEW MARIGNY MIXTAPE... mins to French Quarter,62302207,John,Marigny,29.96553,-90.0521,Entire home/apt,91.0,1,201,2025-04-27,2.44,34,New Orleans
28103616,Luxury Studio - ideal  Marginy/Bourbon St location,25129035,Luke,Marigny,29.96503,-90.05987,Entire home/apt,152.0,30,162,2025-04-06,1.99,365,New Orleans
28107671,Easy Living at a Downtown Penthouse with Private Terrace,146462549,Caroline,Central Business District,29.94817,-90.07338,Entire home/apt,231.0,3,55,2025-05-18,0.68,357,New Orleans
28108230,Cool vintage building.  Two bedrooms downstairs,7434138,Jennifer,Mcdonogh,29.9478,-90.05277,Entire home/apt,150.0,30,0,No review,0.0,180,New Orleans
28123196,Beautiful home away from home,56261694,Katerina,Seventh Ward,29.97966,-90.07141,Entire home/apt,88.0,2,263,2025-05-20,3.28,260,New Orleans
28151615,Designer Home on Magazine | Pool and Hot Tub,78437848,Daniel,Central City,29.9390942,-90.071195,Entire home/apt,704.0,1,177,2025-03-30,2.22,318,New Orleans
28201416,Easy Walk to French Quarter | Historic Charm,4798332,Leah Helen,Seventh Ward,29.97342,-90.06983,Entire home/apt,61.0,2,361,2025-06-02,4.42,65,New Orleans
28203766,Spacious Suite for Traveling/Remote Workers,210729557,William,St. Claude,29.9738,-90.03603,Private room,58.0,30,179,2025-04-29,2.17,55,New Orleans
28219525,New Orleans Tiny Home rental,70806258,Kristi,Pontchartrain Park,30.02673,-90.03354,Entire home/apt,147.0,30,16,2024-10-26,0.2,365,New Orleans
28277464,*45% OFF*Perfect Modern/Uptown NOLA Getaway!,212077924,Calvin,Central City,29.93231,-90.09139,Entire home/apt,373.0,30,61,2023-04-30,0.74,180,New Orleans
28289103,Location and Luxury -Top Reviewed Property,9712564,Colleen,Uptown,29.9224,-90.10292,Entire home/apt,424.0,2,93,2025-06-01,1.16,155,New Orleans
28307100,Glamorous NOLA Style Homes,213553778,Jing,St. Claude,29.9695,-90.03567,Entire home/apt,196.0,30,117,2025-05-04,1.69,270,New Orleans
28390523,"""per·se·ver·ance"" - Historic Uptown Double Shotgun",211842522,Robert,West Riverside,29.91918,-90.10564,Entire home/apt,121.0,2,341,2025-06-11,4.17,217,New Orleans
28463147,"Idle Awhile In NOLA near Downtown, Superdome & FQ",214862290,Jerome,Hollygrove,29.97208,-90.12343,Entire home/apt,300.0,30,90,2025-03-05,1.11,90,New Orleans
28484062,Maison Chartres 2109,215005390,Megan,Marigny,29.96363,-90.05744,Entire home/apt,168.0,3,128,2025-01-27,1.57,60,New Orleans
28489041,Two Bedroom Suite,43108007,Keith,Treme - Lafitte,29.96746,-90.06691,Private room,275.0,2,40,2025-05-05,0.51,231,New Orleans
28519879,5 Mi to Bourbon Street: Central NOLA Home,122380652,Evolve,Leonidas,29.96143,-90.12176,Entire home/apt,144.0,30,29,2024-11-01,0.36,260,New Orleans
28567132,New Orleans Little Gem,215603708,Randolph,Lower Ninth Ward,29.96253,-90.0138,Private room,77.0,30,5,2019-03-07,0.06,270,New Orleans
28585857,Stylish History - Safe area near Garden District!,8345379,Matthew,Irish Channel,29.92181,-90.08384,Entire home/apt,86.0,2,447,2025-06-01,5.49,52,New Orleans
28609794,New Orleans Lady!,210721312,Charles,Central Business District,29.94976,-90.06711,Entire home/apt,128.0,30,342,2025-05-04,4.19,365,New Orleans
28610896,The Historic Tremé half of double Dorgenois House,2216691,Tiffany,Treme - Lafitte,29.97224,-90.07877,Entire home/apt,168.0,2,130,2025-01-02,1.71,173,New Orleans
28638506,Bayou Bleu,216109851,Kathleen,City Park,29.98063,-90.08953,Entire home/apt,535.0,2,27,2025-05-05,0.33,188,New Orleans
28671741,"Uptown Home on Streetcar Line, Walk to Restaurants",54271478,Anthony,Leonidas,29.95044,-90.12713,Entire home/apt,98.0,2,283,2025-05-28,3.68,276,New Orleans
28695927,UPTOWN BEAUTY ON MAGAZINE  ST.,135108051,Ash,Irish Channel,29.92562,-90.0819,Entire home/apt,152.0,2,202,2025-05-04,2.52,81,New Orleans
28869057,PREMIERE TOURO HOME 3.6 MILES FROM FRENCH QUARTER,20571025,Trevail,Dillard,30.0017,-90.0609,Entire home/apt,399.0,30,88,2022-11-13,1.09,270,New Orleans
28869898,"Stunning Downtown Condo ""Centralized CBD Location""",90876851,Baronnestreetproperties,Central Business District,29.94643,-90.07543,Entire home/apt,108.0,1,201,2025-06-11,2.46,321,New Orleans
28892983,"Pool + Suite: BBQ, Balcony, Spiral Stairs, Dogs OK",23460315,Sam,Milan,29.92938,-90.09913,Private room,109.0,2,100,2025-03-02,1.23,2,New Orleans
28893822,Lilac Lair in The Marigny | Walk to the Quarter,217813735,Saul,St. Roch,29.97123,-90.0548,Entire home/apt,112.0,2,280,2025-06-08,3.57,354,New Orleans
28912251,Riverbend Retreat Great Location!,51314085,Elizabeth,Audubon,29.93715,-90.12736,Entire home/apt,250.0,30,165,2025-05-19,2.04,362,New Orleans
28967599,The Roch and Roll House,99380986,Al,St. Roch,29.96946,-90.05123,Entire home/apt,206.0,30,25,2022-04-24,0.31,364,New Orleans
28975170,"Rare French Quarter 3BR, 3.5BA w/Roof Terrace!",218396384,Alfred R,French Quarter,29.95962,-90.068817,Entire home/apt,855.0,2,62,2025-03-16,0.76,289,New Orleans
28981823,Leighton's Place,168673263,Jade,Lake Terrace & Oaks,30.02619,-90.05552,Entire home/apt,77.0,30,102,2025-04-28,1.26,365,New Orleans
29005946,Beautiful Esplanade rental,59614050,Hamad,Marigny,29.96574,-90.06039,Entire home/apt,251.0,30,24,2020-02-23,0.3,270,New Orleans
29005986,Charming Mid City home!,6841171,Charles,Mid-City,29.9686,-90.09966,Entire home/apt,95.0,30,337,2025-05-04,4.13,135,New Orleans
29009327,Vy's Place,218645587,Vy,Little Woods,30.05622,-89.95082,Entire home/apt,220.0,30,12,2019-07-07,0.15,270,New Orleans
29036713,Esplanade rental,59614050,Hamad,Marigny,29.96507,-90.06063,Entire home/apt,200.0,30,9,2020-02-26,0.12,270,New Orleans
29051154,Governor's Mansion  5 bedroom/3.5 bath w/ Pool!,2019341,Historic Getaways,Treme - Lafitte,29.96715027919587,-90.07014252155743,Entire home/apt,225.0,1,185,2025-05-26,2.29,267,New Orleans
29060866,World Charmer in the Crescent City,4645353,Beverly,Central City,29.94017,-90.07173,Entire home/apt,152.0,2,286,2025-05-25,3.52,18,New Orleans
29081416,Maison Mon Ami | Steps to Magazine | Free Parking,25845701,Dre,West Riverside,29.92014,-90.10548,Entire home/apt,328.0,3,261,2025-06-01,3.22,104,New Orleans
29103482,"Historic: Esplanade Ave, City Park, Jazz Fest Apt",17790690,Alex,Seventh Ward,29.9763,-90.0754,Entire home/apt,113.0,2,179,2025-05-25,2.29,95,New Orleans
29160337,New Orleans Suite - Lower Garden District,20899326,Delfeayo,Central City,29.93082,-90.09077,Entire home/apt,125.0,30,142,2025-03-21,1.76,82,New Orleans
29217527,Historic Crescent City Cottage,171335032,Victor,Central City,29.93949,-90.07288,Entire home/apt,209.0,2,85,2024-11-11,1.05,179,New Orleans
29234907,Casabianca: Elegant Flat in Historic Magazine Row,37614659,Robert,Lower Garden District,29.93054,-90.07519,Entire home/apt,350.0,3,175,2025-06-01,2.19,314,New Orleans
29239913,Milan Manor: The Quiet Retreat,19979861,Michael,Broadmoor,29.94319,-90.10012,Entire home/apt,102.0,1,122,2025-05-05,1.51,275,New Orleans
29284479,Home away from Home Nola,103731467,Delia,Marlyville - Fontainbleau,29.95625,-90.10896,Entire home/apt,144.0,30,10,2025-05-27,2.46,175,New Orleans
29331852,Stroll along the River from This Glamorous Home,220964013,Ryan,Bywater,29.96309471130371,-90.03733825683594,Private room,300.0,30,36,2022-03-28,0.45,14,New Orleans
29340504,"Creole Cottage Jewel, close to Magazine",208034462,Leigh,St. Thomas Dev,29.92423,-90.0719,Entire home/apt,266.0,3,49,2025-05-19,0.61,179,New Orleans
29340532,Garden District Creole Cottage steps to Streetcar,365269148,Alice,Touro,29.9239,-90.09694,Entire home/apt,224.0,2,82,2024-04-14,1.01,88,New Orleans
29355411,The House of Woo's - City Park / Jazzfest,188236989,Gregory,Navarre,29.98914,-90.11019,Entire home/apt,184.0,2,220,2025-05-16,2.72,232,New Orleans
29355424,Monthly - Dumaine Historic Carriage House,2019341,Historic Getaways,Treme - Lafitte,29.96229,-90.06916,Entire home/apt,109.0,30,48,2025-03-09,0.62,336,New Orleans
29400525,Cute Home in Chilly Gentilly,6633660,Alexander,Gentilly Woods,30.01365,-90.03603,Entire home/apt,55.0,30,19,2021-05-31,0.24,177,New Orleans
29417551,Historic home with secure parking.,27243320,Manny,Treme - Lafitte,29.96455,-90.07095,Entire home/apt,285.0,30,145,2024-10-27,1.8,179,New Orleans
29484602,Charming Uptown New Construction Suite,56707602,Stephanie,Irish Channel,29.91769,-90.09258,Entire home/apt,95.0,2,196,2025-05-11,2.67,195,New Orleans
29510248,NOLA Guesthouse,116730989,Bryan,Broadmoor,29.95473289489746,-90.10592651367188,Private room,116.0,30,60,2019-08-04,0.75,180,New Orleans
29516885,Huge Home-5 Independent Bedrooms-Near Marigny & FQ,27241421,Sean,Seventh Ward,29.97373,-90.05908,Entire home/apt,166.0,3,246,2025-06-01,3.11,306,New Orleans
29559999,"Petit Chateau, 2646 St. Philip St., N. O.,70119",217433872,Marjorie,Treme - Lafitte,29.97345,-90.08014,Entire home/apt,129.0,30,69,2025-05-05,0.85,88,New Orleans
29584963,Garden District Private Room #5 w/ bathroom,11372242,Thiamanti,Lower Garden District,29.93462,-90.07604,Entire home/apt,40.0,30,51,2025-04-30,0.64,198,New Orleans
29753890,Charming Room in St. Charles Ave. Mansion,162593725,Jaye,Audubon,29.93864,-90.12644,Private room,92.0,1,101,2025-05-11,1.26,350,New Orleans
29777738,"Private, quiet getaway for 2 with whirlpool tub",173220507,Alison,Gentilly Woods,30.01327,-90.03307,Private room,73.0,2,331,2025-05-26,4.15,165,New Orleans
29780708,Primary Palace (full house),217254718,Kalli,Fairgrounds,29.98183,-90.07611,Entire home/apt,85.0,30,11,2019-10-20,0.14,87,New Orleans
29819300,Huge Shotgun Style Home Steps to Streetcar 125,224300259,Larry,Tulane - Gravier,29.96437,-90.08206,Entire home/apt,185.0,3,141,2025-04-20,1.76,59,New Orleans
29828897,Minutes to French Qtr  - 2bd 1 bath,98317550,Tee,St.  Anthony,30.01491,-90.06087,Entire home/apt,109.0,30,60,2023-02-19,0.78,268,New Orleans
29854595,The Little Big Easy Cozy and Convenient & King bed,224529545,Angelique,Seventh Ward,29.975708179859687,-90.0642429292202,Entire home/apt,150.0,30,0,No review,0.0,180,New Orleans
29882763,Comfortable Retreat | Jacuzzi & Top Attractions,224577726,Best NOLA Vaca,Lower Garden District,29.93213653564453,-90.06761169433594,Entire home/apt,147.0,3,143,2025-04-28,1.78,250,New Orleans
29926330,Tween Da Lakes,89938656,Harry,Lake Catherine,30.1503,-89.73746,Entire home/apt,240.0,3,59,2025-05-31,0.75,318,New Orleans
29981864,The Double Gallery,12092679,Jeffrey,St. Claude,29.96759,-90.03946,Entire home/apt,111.0,2,214,2025-06-01,2.79,77,New Orleans
29992216,Beautiful room in Saint Charles Avenue Mansion,162593725,Jaye,Audubon,29.93889,-90.12666,Private room,92.0,1,130,2025-05-05,1.63,355,New Orleans
29992391,Comfortable Room on St Charles Ave Streetcar Line,162593725,Jaye,Audubon,29.93857,-90.12659,Private room,77.0,1,70,2025-03-30,0.88,360,New Orleans
29992553,Big Easy Living,88237327,Ron Anthony,Broadmoor,29.95195,-90.10318,Entire home/apt,93.0,2,159,2025-05-19,1.99,90,New Orleans
30006587,Lower Garden District Boutique 18,11372242,Thiamanti,Central City,29.93763,-90.07601,Entire home/apt,58.0,30,152,2025-04-14,1.9,137,New Orleans
30019781,A1 French quarter 11 Beds Walk to French Quarter!,225641691,Jake,Treme - Lafitte,29.96668,-90.06938,Entire home/apt,808.0,1,197,2025-05-25,2.46,325,New Orleans
30095262,Pet-Friendly Irish Channel home base,110887182,Stay Redamo Vacation Rentals,West Riverside,29.91601,-90.1063,Entire home/apt,188.0,3,128,2025-06-15,1.66,103,New Orleans
30096353,The Chill Spot between French Quarter & City Park,226141743,Leno,Seventh Ward,29.9791,-90.07477,Entire home/apt,78.0,30,83,2024-12-02,1.04,195,New Orleans
30154030,Minutes to French Quarters!!!,226554206,Dartanion,Lower Ninth Ward,29.96382,-90.02328,Entire home/apt,364.0,30,62,2025-03-05,0.79,269,New Orleans
30181523,Spacious DOWNTOWN NOLA Mansion/Ideal LOCATION!,194558566,Nola,Seventh Ward,29.98589,-90.06798,Entire home/apt,795.0,30,21,2020-11-02,0.27,364,New Orleans
